token_symbol,chain,contract_address,pair_address,price_usd,fdv_usd,lp_usd,volume_24h_usd,unique_traders_24h,buys_24h,sells_24h,dex,trade_url,explorer_url,twitter_url,telegram_url,website_url,age_hours,reject_reason
ETH,bsc,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0xBe141893E4c6AD9272e8C04BAB7E6a10604501a5,4470.48,2704568326.0,8427034.58,10300865.98,5084,2732,2352,DEX,https://dexscreener.com/bsc/0xbe141893e4c6ad9272e8c04bab7e6a10604501a5,https://bscscan.com/token/0x2170Ed0880ac9A755fd29B2688956BD959F933F8,,,,21461.24,age>720h
ETH,base,0x0000000000000000000000000000000000000000,0x96d4b53a38337a5733179751781178a2613306063c511b78cd02684739288c0a,4473.78,0.0,776223.34,191162.15,5134,2991,2143,Base DEX,https://dexscreener.com/base/0x96d4b53a38337a5733179751781178a2613306063c511b78cd02684739288c0a,https://basescan.org/token/0x0000000000000000000000000000000000000000,,,,5810.12,age>720h
ETH,bsc,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0xD0e226f674bBf064f54aB47F42473fF80DB98CBA,4470.74,2704729218.0,6939757.38,12444281.46,8009,4166,3843,DEX,https://dexscreener.com/bsc/0xd0e226f674bbf064f54ab47f42473ff80db98cba,https://bscscan.com/token/0x2170Ed0880ac9A755fd29B2688956BD959F933F8,,,,21649.61,age>720h
ETH,osmosis,factory/osmo1k6c8jln7ejuqwtqmay3yvzrg3kueaczl96pk067ldg8u835w0yhsw27twm/alloyed/allETH,1948-factory_osmo1k6c8jln7ejuqwtqmay3yvzrg3kueaczl96pk067ldg8u835w0yhsw27twm_alloyed_allETH-ibc_498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,4476.67,540351677716.0,116433.74,60463.2,942,394,548,DEX,https://dexscreener.com/osmosis/1948-factory_osmo1k6c8jln7ejuqwtqmay3yvzrg3kueaczl96pk067ldg8u835w0yhsw27twm_alloyed_alleth-ibc_498a0751c798a0d9a389aa3691123dada57daa4fe165d5c75894505b876ba6e4,,,,,10130.5,age>720h
ETH,pulsechain,0xBFcfA52225Baa5feec5fbb54E6458957D53ddD94,0x77E4e36E9aB013E6d48B34836b61441C328B1738,0.0001901,190152.0,38260.82,1287.1,55,30,25,DEX,https://dexscreener.com/pulsechain/0x77e4e36e9ab013e6d48b34836b61441c328b1738,,https://x.com/RichardHeartWin,https://t.me/rhcoins,http://rheth.info,5553.69,age>720h
ETH,bsc,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x531FEbfeb9a61D948c384ACFBe6dCc51057AEa7e,4481.41,2711184954.0,2707388.7,816984.61,3718,2322,1396,DEX,https://dexscreener.com/bsc/0x531febfeb9a61d948c384acfbe6dcc51057aea7e,https://bscscan.com/token/0x2170Ed0880ac9A755fd29B2688956BD959F933F8,,,,38665.99,age>720h
ETH,bsc,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x0f338Ec12d3f7C3D77A4B9fcC1f95F3FB6AD0EA6,4390.76,2656344214.0,2896454.54,5435796.86,6437,3140,3297,DEX,https://dexscreener.com/bsc/0x0f338ec12d3f7c3d77a4b9fcc1f95f3fb6ad0ea6,https://bscscan.com/token/0x2170Ed0880ac9A755fd29B2688956BD959F933F8,,,,22101.02,age>720h
ETH,starknet,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7-0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8-170141183460469235273462165868118016-1000-0x0,4472.26,215207949.0,718054.0,113823.58,1453,605,848,DEX,https://dexscreener.com/starknet/0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7-0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8-170141183460469235273462165868118016-1000-0x0,,,,,18172.76,age>720h
ETH,bsc,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x539e0EBfffd39e54A0f7E5F8FEc40ade7933A664,4474.76,2707161658.0,88079.81,164205.56,3156,1843,1313,DEX,https://dexscreener.com/bsc/0x539e0ebfffd39e54a0f7e5f8fec40ade7933a664,https://bscscan.com/token/0x2170Ed0880ac9A755fd29B2688956BD959F933F8,,,,21699.68,age>720h
ETH,osmosis,factory/osmo1k6c8jln7ejuqwtqmay3yvzrg3kueaczl96pk067ldg8u835w0yhsw27twm/alloyed/allETH,1982-factory_osmo1k6c8jln7ejuqwtqmay3yvzrg3kueaczl96pk067ldg8u835w0yhsw27twm_alloyed_allETH-factory_osmo1z6r6qdknhgsc0zeracktgpcxf43j6sekq07nw8sxduc9lg0qjjlqfu25e3_alloyed_allBTC,4474.43,540082031526.0,294464.71,57043.92,213,141,72,DEX,https://dexscreener.com/osmosis/1982-factory_osmo1k6c8jln7ejuqwtqmay3yvzrg3kueaczl96pk067ldg8u835w0yhsw27twm_alloyed_alleth-factory_osmo1z6r6qdknhgsc0zeracktgpcxf43j6sekq07nw8sxduc9lg0qjjlqfu25e3_alloyed_allbtc,,,,,9894.24,age>720h
ETH,bsc,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0xCEc31052610aaf0693D6B4d34E055687af3AeeE6,4470.65,2704672978.0,137840.26,252717.02,3372,1824,1548,DEX,https://dexscreener.com/bsc/0xcec31052610aaf0693d6b4d34e055687af3aeee6,https://bscscan.com/token/0x2170Ed0880ac9A755fd29B2688956BD959F933F8,,,,21222.77,age>720h
ETH,starknet,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7-0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8-0-1003-0x0,4471.63,215177696.0,1478544.82,51.1,180,76,104,DEX,https://dexscreener.com/starknet/0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7-0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8-0-1003-0x0,,,,,10208.88,age>720h
ETH,near,eth.bridge.near,refv1-6354,4482.6,11134057.0,280640.19,835.5,95,39,56,DEX,https://dexscreener.com/near/refv1-6354,,,,,3923.1,age>720h
ETH,solana,2FPyTwcZLUg1MDrwsyoP4D6s1tM7hAkHYRjkNb5w6Pxk,8iQFhWyceGREsWnLM8NkG9GC8DvZunGZyMzuyUScgkMK,811.38,392305256.0,1158574.58,5465.91,200,121,79,Raydium (Solana),https://dexscreener.com/solana/8iqfhwycegreswnlm8nkg9gc8dvzungzymzuyuscgkmk,https://solscan.io/token/2FPyTwcZLUg1MDrwsyoP4D6s1tM7hAkHYRjkNb5w6Pxk,,,,24686.81,age>720h
ETH,conflux,0xa47f43DE2f9623aCb395CA4905746496D2014d57,0xa6943647F22Cb9De7a80D1f447dB48B0209a812A,4472.69,3573792.0,1282070.13,4359.67,18,7,11,DEX,https://dexscreener.com/conflux/0xa6943647f22cb9de7a80d1f447db48b0209a812a,,,,,,vliq<0.12
ETH,solana,2FPyTwcZLUg1MDrwsyoP4D6s1tM7hAkHYRjkNb5w6Pxk,9Hm8QX7ZhE9uB8L2arChmmagZZBtBmnzBbpfxzkQp85D,809.8,391541940.0,171327.38,5017.49,167,111,56,Raydium (Solana),https://dexscreener.com/solana/9hm8qx7zhe9ub8l2archmmagzzbtbmnzbbpfxzkqp85d,https://solscan.io/token/2FPyTwcZLUg1MDrwsyoP4D6s1tM7hAkHYRjkNb5w6Pxk,,,,24686.56,age>720h
ETH,starknet,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7-0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8-34028236692093847977029636859101184-200-0x0,4476.56,215415039.0,185617.43,92.83,170,33,137,DEX,https://dexscreener.com/starknet/0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7-0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8-34028236692093847977029636859101184-200-0x0,,,,,18056.13,age>720h
ETH,conflux,0xa47f43DE2f9623aCb395CA4905746496D2014d57,0x8ea70966e8F14337657BFF7f40cFB9648f79530b,4461.72,3565023.0,530594.92,2501.17,18,11,7,DEX,https://dexscreener.com/conflux/0x8ea70966e8f14337657bff7f40cfb9648f79530b,,,,,,vliq<0.12
ETH,solana,8g6hu48QHz9vZZoVvpJSsHBc7QfE8R5xCKiNo7UTBNF9,2AsV4SqKzdJeyUH9RRSRwTYz5tTRffP5eyM7urZRBt8X,3701.61,1110484624.0,48244080.64,122199.96,4,2,2,Raydium (Solana),https://dexscreener.com/solana/2asv4sqkzdjeyuh9rrsrwtyz5ttrffp5eym7urzrbt8x,https://solscan.io/token/8g6hu48QHz9vZZoVvpJSsHBc7QfE8R5xCKiNo7UTBNF9,,,,1090.96,age>720h
ETH  ,solana,BGyLx5pKmM4U5r47BQHxaUAGkWu8htWsZbQdUCdTyuhY,6NHEgXjaoAjPWzar6Q1o5V3TMdMXo5KkdsSWavJ2RGsZ,2475.033,297004051732.0,669486.54,846.39,4,3,1,Raydium (Solana),https://dexscreener.com/solana/6nhegxjaoajpwzar6q1o5v3tmdmxo5kkdsswavj2rgsz,https://solscan.io/token/BGyLx5pKmM4U5r47BQHxaUAGkWu8htWsZbQdUCdTyuhY,,,,2536.6,age>720h
ETH,ethereum,0x666E3ED8a1995b2F1972b0187983E75b0c8978aB,0x961deFC365a4F92E27d2423ef48641bBAD7Fe131,0.0003959,356364.0,82867.36,18077.15,53,29,24,Ethereum DEX,https://dexscreener.com/ethereum/0x961defc365a4f92e27d2423ef48641bbad7fe131,https://etherscan.io/token/0x666E3ED8a1995b2F1972b0187983E75b0c8978aB,https://x.com/s2hsahmireturns,https://t.me/RetardedEthPortal,https://ethretarded.lol/,2808.82,age>720h
ETH,starknet,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7-0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8-1020847100762815411640772995208708096-5982-0x0,4478.65,215515431.0,91450.51,777.23,28,6,22,DEX,https://dexscreener.com/starknet/0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7-0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8-1020847100762815411640772995208708096-5982-0x0,,,,,18191.41,age>720h
ETH,fantom,0x74b23882a30290451A17c44f4F05243b6b58C76d,0xf0702249F4D3A25cD3DED7859a165693685Ab577,41.1,1101063.0,91672.63,1.72,4,4,0,DEX,https://dexscreener.com/fantom/0xf0702249f4d3a25cd3ded7859a165693685ab577,,,,,,traders24h<6
ETH,bsc,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0xF9878A5dD55EdC120Fde01893ea713a4f032229c,4470.54,2704604809.0,421318.27,1059146.32,2681,1570,1111,DEX,https://dexscreener.com/bsc/0xf9878a5dd55edc120fde01893ea713a4f032229c,https://bscscan.com/token/0x2170Ed0880ac9A755fd29B2688956BD959F933F8,,,,21732.45,age>720h
ETH,bsc,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,0x74E4716E431f45807DCF19f284c7aA99F18a4fbc,4394.18,2658411458.0,5040824.67,316377.45,1885,885,1000,DEX,https://dexscreener.com/bsc/0x74e4716e431f45807dcf19f284c7aa99f18a4fbc,https://bscscan.com/token/0x2170Ed0880ac9A755fd29B2688956BD959F933F8,,,,,"lp$5040825 outside [4000,1500000]"
ETH,pulsechain,0xBFcfA52225Baa5feec5fbb54E6458957D53ddD94,0xbF8caa1A651cD0f0B16384f077996901FCbd4278,0.0001952,195272.0,1898.37,14.38,1,1,0,DEX,https://dexscreener.com/pulsechain/0xbf8caa1a651cd0f0b16384f077996901fcbd4278,,https://x.com/RichardHeartWin,https://t.me/rhcoins,http://rheth.info,5529.47,age>720h
ETH,pulsechain,0xBFcfA52225Baa5feec5fbb54E6458957D53ddD94,0x6b1F3EECF5AA0296490eB9968b9EB053eFA8b86F,0.0001872,187254.0,1719.64,24.34,7,4,3,DEX,https://dexscreener.com/pulsechain/0x6b1f3eecf5aa0296490eb9968b9eb053efa8b86f,,https://x.com/RichardHeartWin,https://t.me/rhcoins,http://rheth.info,5496.51,age>720h
 ARB    ,solana,7Y9rB7C6KfEFRVh1FjLa6ereyZKr4gnroEN93x2aQfGA,GvPyoWipaEcL15MkmdqcGKHfy5fDCmEfy2wUoi7RthC9,0.4899,4899550.0,48996.17,791.98,2,1,1,Raydium (Solana),https://dexscreener.com/solana/gvpyowipaecl15mkmdqcgkhfy5fdcmefy2wuoi7rthc9,https://solscan.io/token/7Y9rB7C6KfEFRVh1FjLa6ereyZKr4gnroEN93x2aQfGA,,,,103.0,traders24h<6
ARB,osmosis,ibc/10E5E5B06D78FFBB61FD9F89209DEE5FD4446ED0550CBB8E3747DA79E10D9DC6,1011-ibc_10E5E5B06D78FFBB61FD9F89209DEE5FD4446ED0550CBB8E3747DA79E10D9DC6-uosmo,0.5045,114367.0,2385.35,0.28,1,1,0,DEX,https://dexscreener.com/osmosis/1011-ibc_10e5e5b06d78ffbb61fd9f89209dee5fd4446ed0550cbb8e3747da79e10d9dc6-uosmo,,,,,20974.39,age>720h
ARB,ethereum,0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1,0x59354356Ec5d56306791873f567d61EBf11dfbD5,0.4836,95191483.0,250482.13,53680.86,150,70,80,Ethereum DEX,https://dexscreener.com/ethereum/0x59354356ec5d56306791873f567d61ebf11dfbd5,https://etherscan.io/token/0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1,,,,21920.3,age>720h
ARB,ethereum,0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1,0x755E5A186F0469583bd2e80d1216E02aB88Ec6ca,0.491,96657737.0,40945.02,0.33,1,0,1,Ethereum DEX,https://dexscreener.com/ethereum/0x755e5a186f0469583bd2e80d1216e02ab88ec6ca,https://etherscan.io/token/0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1,,,,21918.78,age>720h
ARB,ethereum,0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1,0xcd055481e0c58ff821c4a1f207294a7c51982b25d2b468f91c0b668477c9ccda,0.4812,94727720.0,14322.4,3494.25,30,8,22,Ethereum DEX,https://dexscreener.com/ethereum/0xcd055481e0c58ff821c4a1f207294a7c51982b25d2b468f91c0b668477c9ccda,https://etherscan.io/token/0xB50721BCf8d664c30412Cfbc6cf7a15145234ad1,,,,5563.62,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xC6F780497A95e246EB9449f5e4770916DCd6396A,0.4807,4807745682.0,7141289.4,6894658.88,5527,2523,3004,DEX,https://dexscreener.com/arbitrum/0xc6f780497a95e246eb9449f5e4770916dcd6396a,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,22071.43,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xcDa53B1F66614552F834cEeF361A8D12a0B8DaD8,0.4812,4812364787.0,2523589.92,3299783.85,5169,2533,2636,DEX,https://dexscreener.com/arbitrum/0xcda53b1f66614552f834ceef361a8d12a0b8dad8,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,21981.58,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xfaE2AE0a9f87FD35b5b0E24B47BAC796A7EEfEa1,0.481,4810584639.0,257950.26,688569.89,7971,3968,4003,DEX,https://dexscreener.com/arbitrum/0xfae2ae0a9f87fd35b5b0e24b47bac796a7eefea1,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,,fdv>15000000
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xe51635ae8136aBAc44906A8f230C2D235E9c195F,0.4807,4807354167.0,453023.93,1683313.47,5402,2716,2686,DEX,https://dexscreener.com/arbitrum/0xe51635ae8136abac44906a8f230c2d235e9c195f,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,,fdv>15000000
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x6cE9BC2D8093D32ADde4695A4530B96558388f7e,0.4807,4807542258.0,273212.86,1060634.98,2217,1054,1163,DEX,https://dexscreener.com/arbitrum/0x6ce9bc2d8093d32adde4695a4530b96558388f7e,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,20456.93,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xb0f6cA40411360c03d41C5fFc5F179b8403CdcF8,0.4809,4809661119.0,501404.2,478018.13,2963,1448,1515,DEX,https://dexscreener.com/arbitrum/0xb0f6ca40411360c03d41c5ffc5f179b8403cdcf8,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,20059.61,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x11d53EC50bc8F54B9357fbFe2A7dE034FC00f8b3,0.4809,4809274764.0,104385.04,91830.87,1587,712,875,DEX,https://dexscreener.com/arbitrum/0x11d53ec50bc8f54b9357fbfe2a7de034fc00f8b3,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,15705.35,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x4832e0a194281d1ffE464C654E4E938f642DD362,0.48,4800874218.0,146536.81,598602.55,617,274,343,DEX,https://dexscreener.com/arbitrum/0x4832e0a194281d1ffe464c654e4e938f642dd362,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,21901.86,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x2d17EbAdaEfC0B99E38C79B015EacE06277e8906,0.4795,4795237353.0,139459.26,483372.82,549,252,297,DEX,https://dexscreener.com/arbitrum/0x2d17ebadaefc0b99e38c79b015eace06277e8906,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,18721.19,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x9fFCA51D23Ac7F7df82da414865Ef1055E5aFCc3,0.4808,4808570081.0,122453.76,148669.64,1116,517,599,DEX,https://dexscreener.com/arbitrum/0x9ffca51d23ac7f7df82da414865ef1055e5afcc3,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,18542.52,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x97bca422Ec0Ee4851F2110eA743C1cd0a14835a1,0.4818,4818566954.0,417355.05,107970.83,496,206,290,DEX,https://dexscreener.com/arbitrum/0x97bca422ec0ee4851f2110ea743c1cd0a14835a1,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,22037.88,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x92c63d0e701CAAe670C9415d91C474F686298f00,0.4816,4816058434.0,769409.55,114335.81,313,87,226,DEX,https://dexscreener.com/arbitrum/0x92c63d0e701caae670c9415d91c474f686298f00,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,22071.44,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xBF6CBb1F40a542aF50839CaD01b0dc1747F11e18,0.4817,4817855893.0,247282.64,147662.73,203,61,142,DEX,https://dexscreener.com/arbitrum/0xbf6cbb1f40a542af50839cad01b0dc1747f11e18,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,21930.61,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xaEBDcA1Bc8d89177EbE2308d62af5e74885DcCc3,0.4818,4818150142.0,199247.9,51524.92,351,127,224,DEX,https://dexscreener.com/arbitrum/0xaebdca1bc8d89177ebe2308d62af5e74885dccc3,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,20024.11,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x103B03051Bf073c44DECfAF8dFd12275254AB97E,0.4821,4821987951.0,274976.73,115304.23,165,50,115,DEX,https://dexscreener.com/arbitrum/0x103b03051bf073c44decfaf8dfd12275254ab97e,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,13872.6,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x81c48D31365e6B526f6BBadC5c9aaFd822134863,0.482,4820244832.0,113745.29,26329.16,268,105,163,DEX,https://dexscreener.com/arbitrum/0x81c48d31365e6b526f6bbadc5c9aafd822134863,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,22055.99,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x011f31D20C8778c8Beb1093b73E3A5690Ee6271b,0.4814,4814496668.0,230027.23,87233.94,195,67,128,DEX,https://dexscreener.com/arbitrum/0x011f31d20c8778c8beb1093b73e3a5690ee6271b,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,13827.05,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xa8328bF492Ba1B77aD6381B3F7567D942b000baf,0.485,4850829338.0,122946.11,2318.37,41,0,41,DEX,https://dexscreener.com/arbitrum/0xa8328bf492ba1b77ad6381b3f7567d942b000baf,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,22055.21,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x7F457e25a92bAd1AeeCF2250A4ff80135F4e35c1,0.4852,4852369141.0,146306.69,9938.2,34,0,34,DEX,https://dexscreener.com/arbitrum/0x7f457e25a92bad1aeecf2250a4ff80135f4e35c1,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,21968.04,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xAC9a19E85A49BACc28Bd2DeeCab3cdfADBFc3e00,0.4847,4847399497.0,125404.25,7240.63,42,0,42,DEX,https://dexscreener.com/arbitrum/0xac9a19e85a49bacc28bd2deecab3cdfadbfc3e00,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,20049.82,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x92fd143A8FA0C84e016C2765648B9733b0aa519e,0.4855,4855357779.0,141137.87,555.56,19,2,17,DEX,https://dexscreener.com/arbitrum/0x92fd143a8fa0c84e016c2765648b9733b0aa519e,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,22071.45,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xa6c5C7D189fA4eB5Af8ba34E63dCDD3a635D433f,0.4821,4821787591.0,91617.16,1407.46,293,166,127,DEX,https://dexscreener.com/arbitrum/0xa6c5c7d189fa4eb5af8ba34e63dcdd3a635d433f,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,21930.58,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x689C96ceAb93f5E131631D225D75DeA3fD37747E,0.482,4820215396.0,72250.02,14456.35,130,47,83,DEX,https://dexscreener.com/arbitrum/0x689c96ceab93f5e131631d225d75dea3fd37747e,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,21906.18,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0x80151aAe63b24A7e1837Fe578FB6bE026ae8AbBA,0.4847,4847299235.0,61160.56,3089.82,37,1,36,DEX,https://dexscreener.com/arbitrum/0x80151aae63b24a7e1837fe578fb6be026ae8abba,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,22054.27,age>720h
ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,0xB791Ad21ba45C76629003b4A2f04c0d544406e37,0.4809,4809944522.0,52629.66,74439.0,715,324,391,DEX,https://dexscreener.com/arbitrum/0xb791ad21ba45c76629003b4a2f04c0d544406e37,https://arbiscan.io/token/0x912CE59144191C1204E64559FE8253a0e49E6548,,,,22037.23,age>720h
POL,core,0x9B723AF40893208C83a4C90AE97A963fC5B9817a,0xbeCDD1ee90FdD53EB85966eD89C3d25898969A1D,1.924e-07,96211.0,0.11,0.04,1,1,0,DEX,https://dexscreener.com/core/0xbecdd1ee90fdd53eb85966ed89c3d25898969a1d,,,,,8589.9,age>720h
MATIC,base,0xCA9402e0cd2A5513D18174691D00C57437245dA0,0x162B93912B8b9bB10F84264AB476Fa1632346Da6,2.371e-12,0.0,0.09,94.38,2,1,1,Base DEX,https://dexscreener.com/base/0x162b93912b8b9bb10f84264ab476fa1632346da6,https://basescan.org/token/0xCA9402e0cd2A5513D18174691D00C57437245dA0,,,,19.0,"lp$0 outside [4000,1500000]"
MATIC,bsc,0x88d2953824d57dACa08a1FB07715b21fbBdCe660,0xe54597C0F57FF92877Cc9550c9223116F01935E8,2.62e-10,26.0,1.03,0.0,1,1,0,DEX,https://dexscreener.com/bsc/0xe54597c0f57ff92877cc9550c9223116f01935e8,https://bscscan.com/token/0x88d2953824d57dACa08a1FB07715b21fbBdCe660,,,,2594.11,age>720h
APEPE,polygon,0xA3f751662e282E83EC3cBc387d225Ca56dD63D3A,0x00a59c2d0f0f4837028D47a391decbffC1e10608,9.271e-07,194711373.0,1101230.19,9814.84,941,459,482,DEX,https://dexscreener.com/polygon/0x00a59c2d0f0f4837028d47a391decbffc1e10608,https://polygonscan.com/token/0xA3f751662e282E83EC3cBc387d225Ca56dD63D3A,https://x.com/APEPE_MEME,https://t.me/apeandpepe,https://apepe.lol/,20070.53,age>720h
PALESTINE,polygon,0xCAB0973F40A7549B7068A23DBA44Af700D12f4F3,0x247dcB8A33c6ec3bD44799894518856321ae6317,0.249,249012316.0,249012316.37,31.1,4,3,1,DEX,https://dexscreener.com/polygon/0x247dcb8a33c6ec3bd44799894518856321ae6317,https://polygonscan.com/token/0xCAB0973F40A7549B7068A23DBA44Af700D12f4F3,,,,16.68,"lp$249012316 outside [4000,1500000]"
SAND,polygon,0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683,0x369582d2010B6eD950B571F4101e3bB9b554876F,0.2941,88713946.0,755414.02,19603.92,96,61,35,DEX,https://dexscreener.com/polygon/0x369582d2010b6ed950b571f4101e3bb9b554876f,https://polygonscan.com/token/0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683,,,,33224.93,age>720h
PEGASUS,polygon,0xEdb09aB72aA38B55C3C26e82eF1faD6d71F89e4E,0xA6389414D98510b779e50D83bd5bdeC7112f5999,0.00032,320027.0,307225.96,22.32,68,7,61,DEX,https://dexscreener.com/polygon/0xa6389414d98510b779e50d83bd5bdec7112f5999,https://polygonscan.com/token/0xEdb09aB72aA38B55C3C26e82eF1faD6d71F89e4E,,,,22.64,vliq<0.12
